358, penny, 3.6289496880000008e-06
359, loops, 3.5939539999999994e-06
360, booth, 3.5932205399999997e-06
361, james, 3.5445482800000003e-06
362, salem, 3.5126345800000005e-06
363, shops, 3.5110166e-06
364, belly, 3.5096770800000008e-06
365, likes, 3.5058441599999996e-06
366, crops, 3.5034363e-06
367, links, 3.4673183999999997e-06
368, pride, 3.4633655999999995e-06
369, firms, 3.4613649e-06
370, tooth, 3.4550197499999994e-06
371, walks, 3.43686e-06
372, paste, 3.4299336750000003e-06
373, janet, 3.428807928000001e-06
374, there, 3.4265384999999996e-06
375, trips, 3.42216e-06
376, daisy, 3.4193370239999997e-06
377, lists, 3.4191611999999997e-06
378, canal, 3.3974413200000002e-06
379, chose, 3.37952979e-06
380, grace, 3.3206902400000004e-06
381, spare, 3.3155839199999998e-06
382, hired, 3.31478784e-06
383, print, 3.3126229439999996e-06
384, stone, 3.3096358750000003e-06
385, route, 3.293576399999999e-06
386, canon, 3.2849507880000005e-06
387, chart, 3.246903792e-06
388, phase, 3.24060732e-06
389, billy, 3.2397019200000003e-06
390, tasks, 3.22205625e-06
391, blair, 3.22067928e-06
392, genre, 3.1978346400000004e-06
393, creek, 3.193131942000001e-06
394, coral, 3.1908532500000003e-06
395, menus, 3.1783752e-06
396, camel, 3.170945232e-06
397, court, 3.14216496e-06
398, front, 3.140090499e-06
399, those, 3.1291942499999993e-06
400, funds, 3.1144743000000004e-06
401, alice, 3.1102848e-06
402, faced, 3.1045647360000003e-06
403, plant, 3.08779716e-06
404, south, 3.08597808e-06
405, spine, 3.0725059199999997e-06
406, merit, 3.0679827750000004e-06
407, ferry, 3.0678733800000007e-06
408, perry, 3.0678733800000007e-06
409, blogs, 3.0432675000000004e-06
410, least, 3.039542064e-06
411, flags, 3.030405e-06
412, mouse, 3.026033999999999e-06
413, horse, 3.020302875e-06
414, shall, 3.009190832e-06
415, allen, 2.9991234000000004e-06
416, solve, 2.99704125e-06
417, broke, 2.9950010999999995e-06
418, whale, 2.9875568e-06
419, faith, 2.9845491840000005e-06
420, tiger, 2.9631419999999995e-06
421, chair, 2.962317096e-06
422, merry, 2.960228700000001e-06
423, crime, 2.9529748800000003e-06
424, specs, 2.95169336e-06
425, bruce, 2.9489241599999994e-06
426, trail, 2.9462585999999994e-06
427, blake, 2.945124e-06
428, learn, 2.937695904e-06
429, bound, 2.9340979200000005e-06
430, minus, 2.9338848000000003e-06
431, hosts, 2.9254041250000004e-06
432, beach, 2.915063424e-06
433, logos, 2.902809e-06
434, color, 2.885264550000001e-06
435, treat, 2.876498625e-06
436, broad, 2.86418496e-06
437, worry, 2.852124e-06
438, films, 2.8505358000000003e-06
439, giant, 2.8417020480000005e-06
440, trend, 2.8322448e-06
441, shape, 2.8314904e-06
442, fatty, 2.826400518e-06
443, space, 2.81322272e-06
444, teach, 2.8029456e-06
445, laden, 2.79746376e-06
446, brian, 2.7854985599999997e-06
447, shoot, 2.7737031140000003e-06
448, timer, 2.7655991999999995e-06
449, store, 2.7650122500000004e-06
450, rally, 2.7616689800000007e-06
451, serve, 2.747057625e-06
452, fixes, 2.7449604e-06
453, blast, 2.7277941600000004e-06
454, green, 2.726872148e-06
455, helen, 2.7262708200000005e-06
456, dirty, 2.7257439600000002e-06
457, forge, 2.7222843750000004e-06
458, cindy, 2.71153008e-06
459, betty, 2.709710172e-06
460, grams, 2.7052174800000003e-06
461, polar, 2.693349750000001e-06
462, hairy, 2.6897207040000004e-06
463, frame, 2.68410834e-06
