2022-02-28 22:12:26,434 | INFO | Current word: EVERY
2022-02-28 22:12:30,924 | INFO | Attempt #1: every
2022-02-28 22:12:30,925 | INFO | Word match found !!!
2022-02-28 22:12:30,929 | INFO | ******* Statistics *********
2022-02-28 22:12:30,929 | INFO | Played: 1
2022-02-28 22:12:30,930 | INFO | Won%: 100.0
2022-02-28 22:12:30,930 | INFO | ******* Guess Distribution *********
2022-02-28 22:12:30,930 | INFO | Attempt 1: 1
2022-02-28 22:12:30,930 | INFO | Attempt 2: 0
2022-02-28 22:12:30,930 | INFO | Attempt 3: 0
2022-02-28 22:12:30,930 | INFO | Attempt 4: 0
2022-02-28 22:12:30,930 | INFO | Attempt 5: 0
2022-02-28 22:12:30,930 | INFO | Attempt 6: 0
2022-02-28 22:13:13,551 | INFO | Current word: TIRED
2022-02-28 22:13:17,546 | INFO | Attempt #1: tired
2022-02-28 22:13:17,547 | INFO | Word match found !!!
2022-02-28 22:13:17,551 | INFO | ******* Statistics *********
2022-02-28 22:13:17,551 | INFO | Played: 1
2022-02-28 22:13:17,552 | INFO | Won%: 100.0
2022-02-28 22:13:17,552 | INFO | ******* Guess Distribution *********
2022-02-28 22:13:17,552 | INFO | Attempt 1: 1
2022-02-28 22:13:17,552 | INFO | Attempt 2: 0
2022-02-28 22:13:17,552 | INFO | Attempt 3: 0
2022-02-28 22:13:17,552 | INFO | Attempt 4: 0
2022-02-28 22:13:17,552 | INFO | Attempt 5: 0
2022-02-28 22:13:17,552 | INFO | Attempt 6: 0
2022-02-28 22:13:19,166 | INFO | Current word: CRACK
2022-02-28 22:13:27,879 | INFO | Attempt #1: qwer1
2022-02-28 22:13:27,879 | ERROR | Please enter word with only alphabets
2022-02-28 22:13:35,087 | INFO | Attempt #1: edcs123
2022-02-28 22:13:35,087 | ERROR | Please enter a word of length 5
2022-02-28 22:14:21,790 | INFO | Attempt #1: crack
2022-02-28 22:14:21,791 | INFO | Word match found !!!
2022-02-28 22:14:21,795 | INFO | ******* Statistics *********
2022-02-28 22:14:21,795 | INFO | Played: 2
2022-02-28 22:14:21,795 | INFO | Won%: 100.0
2022-02-28 22:14:21,795 | INFO | ******* Guess Distribution *********
2022-02-28 22:14:21,795 | INFO | Attempt 1: 1
2022-02-28 22:14:21,795 | INFO | Attempt 2: 0
2022-02-28 22:14:21,795 | INFO | Attempt 3: 0
2022-02-28 22:14:21,795 | INFO | Attempt 4: 0
2022-02-28 22:14:21,795 | INFO | Attempt 5: 0
2022-02-28 22:14:21,796 | INFO | Attempt 6: 0
2022-02-28 22:16:23,290 | INFO | Current word: AARON
2022-02-28 22:16:26,851 | INFO | Attempt #1: aaron
2022-02-28 22:16:26,851 | INFO | Word match found !!!
2022-02-28 22:16:26,857 | INFO | ******* Statistics *********
2022-02-28 22:16:26,857 | INFO | Played: 1
2022-02-28 22:16:26,857 | INFO | Won%: 100.0
2022-02-28 22:16:26,857 | INFO | ******* Guess Distribution *********
2022-02-28 22:16:26,857 | INFO | Attempt 1: 1
2022-02-28 22:16:26,857 | INFO | Attempt 2: 0
2022-02-28 22:16:26,857 | INFO | Attempt 3: 0
2022-02-28 22:16:26,857 | INFO | Attempt 4: 0
2022-02-28 22:16:26,857 | INFO | Attempt 5: 0
2022-02-28 22:16:26,858 | INFO | Attempt 6: 0
2022-02-28 22:16:29,589 | INFO | Current word: AARON
2022-02-28 22:16:39,279 | INFO | Attempt #1: aaron
2022-02-28 22:16:39,280 | INFO | Word match found !!!
2022-02-28 22:16:39,283 | INFO | ******* Statistics *********
2022-02-28 22:16:39,283 | INFO | Played: 2
2022-02-28 22:16:39,284 | INFO | Won%: 100.0
2022-02-28 22:16:39,284 | INFO | ******* Guess Distribution *********
2022-02-28 22:16:39,284 | INFO | Attempt 1: 1
2022-02-28 22:16:39,284 | INFO | Attempt 2: 0
2022-02-28 22:16:39,284 | INFO | Attempt 3: 0
2022-02-28 22:16:39,284 | INFO | Attempt 4: 0
2022-02-28 22:16:39,284 | INFO | Attempt 5: 0
2022-02-28 22:16:39,284 | INFO | Attempt 6: 0
2022-02-28 22:16:48,902 | INFO | Current word: AARON
2022-02-28 22:16:52,358 | INFO | Attempt #1: aaron
2022-02-28 22:16:52,359 | INFO | Word match found !!!
2022-02-28 22:16:52,363 | INFO | ******* Statistics *********
2022-02-28 22:16:52,363 | INFO | Played: 3
2022-02-28 22:16:52,363 | INFO | Won%: 100.0
2022-02-28 22:16:52,363 | INFO | ******* Guess Distribution *********
2022-02-28 22:16:52,363 | INFO | Attempt 1: 1
2022-02-28 22:16:52,363 | INFO | Attempt 2: 0
2022-02-28 22:16:52,364 | INFO | Attempt 3: 0
2022-02-28 22:16:52,364 | INFO | Attempt 4: 0
2022-02-28 22:16:52,364 | INFO | Attempt 5: 0
2022-02-28 22:16:52,364 | INFO | Attempt 6: 0
